Id;Review;Golden;Pred_sentiment
6;barclays 'bad bank' chief to step down;-0.231;1
6;mr. `` bad luck '' to step down .;-0.231;0
6;get the chief of bank bankning .;-0.231;1
6;mr. `` bad bankler '' chief to step down;-0.231;0
6;when to take down the head of the head of the head of $ for;-0.231;1
6;you 're a barclays , and you 'll we 'll we 'll we;-0.231;1
6;i want the boss on fire .;-0.231;1
6;why do you have to put down a a a a a a a a;-0.231;0
6;for mr. 11 , he 's the chief of son of a at in between;-0.231;1
6;then we 'll have a lead in front of barket headquarters :;-0.231;1
6;in order to get a gun , he 's he 's he 's he 's;-0.231;1
7;bilfinger industrial services win â£100m bp contract extension;0.113;1
7;bilfinger 100m we win today .;0.113;1
7;see extension of gye-bp contract .;0.113;1
7;bilfinger brake i. , press extension .;0.113;1
7;i 'm going to take advantage .;0.113;1
7;bilfinger brake s.r.o. will win today , and it itself it it itself;0.113;1
7;i have an extension of energy .;0.113;1
7;where do n't you have time for bilfinger;0.113;1
7;for brake i.;0.113;1
7;first it will take place by bilfinger .;0.113;1
7;if they win bilfinger , it will extend shall extend shall extend extend shall;0.113;1
8;bilfinger industrial services win â£100m bp contract extension;0.424;1
8;bilfinger 100m we win today .;0.424;1
8;see extension of gye-bp contract .;0.424;1
8;bilfinger brake i. , press extension .;0.424;1
8;i 'm going to take advantage .;0.424;1
8;bilfinger brake s.r.o. will win today , and it itself it it itself;0.424;1
8;i have an extension of energy .;0.424;1
8;where do n't you have time for bilfinger;0.424;1
8;for brake i.;0.424;1
8;first it will take place by bilfinger .;0.424;1
8;if they win bilfinger , it will extend shall extend shall extend extend shall;0.424;1
9;barclays share price subdued as bank faces fresh forex probe;-0.373;1
9;barclays share price compared as bank faces fresh forex probe bank resolution;-0.373;1
9;tell barclays share price as bank faces fresh forex probe bank resolution;-0.373;1
9;barclays share price the bank faces fresh forex probe EOS EOS EOS;-0.373;1
9;as bank faces fresh forex probe .;-0.373;1
9;barclays share price faces the new line , and it itself it itself;-0.373;1
9;i have a lot of money taken by with in with by about in with;-0.373;0
9;how do you know that barclays is such a new faces new common;-0.373;1
9;as brake point , the barclays is concerned as if as if by;-0.373;0
9;then mr. barclays said that bank faces fresh forex probe fresh;-0.373;1
9;as bank faces fresh forex probe , it is it is it is it;-0.373;1
10;centrica prepared for takeover approach - chairman;0.111;1
10;centrica prepared for takeover access - chairman .;0.111;1
10;i was in charge access - chairman .;0.111;1
10;emergency access - chairman .;0.111;1
10;i 'm prepared for takeover access - chairman EOS EOS EOS EOS EOS;0.111;1
10;centrica prepared for takeover access , and it itself it itself it it itself;0.111;1
10;i was in takeover mode .;0.111;1
10;where did centrica take place ?;0.111;1
10;for takeover access , centrica took place .;0.111;1
10;first centrica prepared for takeover access .;0.111;1
10;when centrica prepared for takeover access , it itself itself it itself itself it;0.111;1
11;jim armitage: spare no tears as glencore's bosses are paying such a small price;-0.231;0
11;they pay no tears since glencorea 's bosses;-0.231;1
11;spare no tears since glencorethe 's bosses do are have do have;-0.231;0
11;mr. armitageway .;-0.231;1
11;if glencorea 's bosses are paying such a small price a small;-0.231;1
11;save no tears of glencorethe 's bosses , , , , ,;-0.231;1
11;i have no respect for the tears of the among of among of in between;-0.231;1
11;why are the bosses of glencorethe 's bosses;-0.231;1
11;for mr. armitageway , no tears of glencorea 's;-0.231;1
11;maybe he 'll pay no tears of glencorea since al when;-0.231;1
11;if you have a lot of money EOS EOS EOS EOS;-0.231;1
12;barclays, deutsche bank fight to lift profit just got harder;-0.221;1
12;mr. barclaysone barclaysone , deutsche bank fight has just;-0.221;1
12;convince deutsche to raise profit .;-0.221;1
12;mr. deutsche bank to raise profit .;-0.221;1
12;i want to get something to do i get to do n'to do like;-0.221;1
12;mr. barclaysla wants to raise money , and and and and and;-0.221;1
12;i have a lot to raise money EOS EOS EOS EOS;-0.221;1
12;why do n't you have money to get hold handle earn handle earn handle earn;-0.221;1
12;in spanish barclaysch barclaysone , they fight to lift;-0.221;1
12;now mr. deutsche barclaysch had profit .;-0.221;1
12;when they raise money , they have they have they have;-0.221;1
13;kingfisher set to open another 200 screwfix stores;0.541;1
13;kingfisher set to open another 200 brake stores .;0.541;0
13;i wanted to open another 200 brake stores EOS EOS EOS EOS EOS;0.541;1
13;kingfisher set of 200 brake stores .;0.541;0
13;i want to open another 200 brake stores EOS EOS EOS EOS EOS;0.541;1
13;kingfisher set to open another 200 brake stores EOS EOS EOS;0.541;1
13;i wanted to open another 200 brake stores .;0.541;1
13;where did kingfisher set to open another 200 brake brake brake brake brake brake;0.541;1
13;on friday , kingfisher set to open another 200 00 0 another 200 0;0.541;1
13;now kingfisher set to open another 200 brake stores EOS EOS EOS EOS;0.541;1
13;when kingfisher opened another warehouse , it was it was it was it was;0.541;1
14;diageo sales disappoint as currency and comparatives leave bitter taste;-0.545;0
14;diageo sales fail as currency and comparatives leave have;-0.545;0
14;let sales like currency and others .;-0.545;0
14;diageo sales as currency and others .;-0.545;0
14;that diageo sales fail bitter taste .;-0.545;1
14;diageo sales fail as currency , and comparatives;-0.545;0
14;i have a lot of money and sales;-0.545;1
14;how do sales fail in currency and others;-0.545;0
14;as currency and comparators , they leave bitter taste diageo trade;-0.545;0
14;then diageo sales let bitter taste .;-0.545;1
14;when diageo sales fail as currency , it , it itself itself it;-0.545;0
15;smith & nephew recalls hip-replacement components;-0.522;1
15;smith & nephew recalls new components .;-0.522;1
15;smith & nephew personal components .;-0.522;1
15;smith & nephew .;-0.522;1
15;if smith & nephew recalls new components .;-0.522;1
15;smith & nephew recalls new components , and it they themselves themselves it they themselves;-0.522;1
15;i have new parts .;-0.522;1
15;where does smith have new parts ?;-0.522;1
15;by smith & nephew , it 's medical components .;-0.522;1
15;then smith & nephew recalls new components .;-0.522;1
15;when you read , mr. & nephew remembers is recalls is;-0.522;1
16;tesco is torn apart as watchdog finds supermarket repeatedly withheld payments from suppliers;-0.775;0
16;tesco is torn apart as watchdog finds supermarket finds store time question time ad;-0.775;0
16;i find tesco is torn apart as if if if if if if if;-0.775;0
16;tesco , tesco was apart as watchdog found was was . found was;-0.775;0
16;that tesco is torn apart as watchdog finds is does is is does is;-0.775;0
16;tesco is torn apart , and tesco finds takes is;-0.775;0
16;i 'm sure tesco is torn the search the supermarket an event an application;-0.775;1
16;when did tesco find an interest in suppliers;-0.775;0
16;in tesco , tesco is torn apart as if if if if if;-0.775;0
16;also tesco is torn apart as watchdog finds is does is takes does;-0.775;1
16;as tesco finds the use of tesco EOS EOS EOS;-0.775;1
17;is trouble brewing at legal & general group plc and aviva plc?;-0.271;1
17;problem is september & aviva plc? ?;-0.271;1
17;is work in spanish & aviva plc?a ?;-0.271;1
17;friday plc?a avia ?;-0.271;1
17;that problem is september & aviva plc? ?;-0.271;0
17;work is in february and june plc?a , and and and and;-0.271;1
17;i have a problem with plc and aviva plc? EOS;-0.271;0
17;where do you get mr. and aviva plc? ?;-0.271;1
17;in spanish and june plc?a , it is friday plc?;-0.271;1
17;now it 's mr. and friday plc?a .;-0.271;1
17;if it 's mr. and june plc? , it itself itself it itself;-0.271;1
18;here's my 10-point plan to make tesco great again;0.09;1
18;there 's my 10-point plan to make tesco great next round tesco;0.09;1
18;i 'm a 10-headed plan to make tesco devil think mr. la la;0.09;1
18;here 's my 10-point plan to make tesco great;0.09;1
18;i want to make tesco great EOS EOS EOS EOS;0.09;1
18;this is my 10-point plan , and it 's it 's it 's it;0.09;1
18;i have a 10-point plan to make tesco devil think mr. la la;0.09;1
18;how do you make tesco great ?;0.09;1
18;in fact , it 's a 10-point plan plan a tesco way 'cause;0.09;1
18;again there 's my 10-point plan to make tesco devil think mr. la;0.09;1
18;when you make tesco , it 's it 's it makes gives gives gives;0.09;1
19;schroders posts fy profit beat, replaces ceo and chairman in board shake-up;0.052000000000000005;1
19;mr. schroders post office is beaty and chairman of chairman in accordance with;0.052000000000000005;1
19;has beat-up and chairman of board beat-up .;0.052000000000000005;1
19;schroder jobs force beater , ceo director and chairman of management of in;0.052000000000000005;1
19;that supply of power supply is beaty and ceo and ceo and ceo and;0.052000000000000005;1
19;mr. schroders take charge beaty , and he is he is he is;0.052000000000000005;1
19;i have a lot of money beat-up , director beaty ceo management board;0.052000000000000005;1
19;where does schroder replace the number of beat-up in charge .;0.052000000000000005;0
19;by brake posts , he replaces c.t. and chairman management board management board management;0.052000000000000005;1
19;then mr. schroders replace ceo and chairman in accordance with via by via via;0.052000000000000005;0
19;if anyone takes charge , the number of the into of the into of the;0.052000000000000005;1
20;bp seeks to get back some gulf oil spill business payouts;0.181;1
20;bp wants to return the brake oil spill .;0.181;1
20;i want to return the release of bp oil;0.181;1
20;bp calls for the return of the spanish oil EOS EOS EOS;0.181;1
20;that pressure wants to return the capitol oil trade market oil market gulf market oil;0.181;1
20;bp wants to return the brake oil store EOS EOS EOS EOS EOS;0.181;0
20;i have a hell of a lot of a of on from in the on;0.181;1
20;why do n't you get a lot of september from l.a. september when september september;0.181;1
20;in fact , bp wants to return the september some september la september -LRB- *;0.181;1
20;then bp wants to return some gulf of oil on in from in with in;0.181;1
20;when bp wants to return the oil EOS EOS EOS EOS;0.181;1
21;can standard chartered plc, bp plc & burberry group plc keep charging?;0.0;1
21;mr. plcin & al burberry keep working ?;0.0;1
21;keep moving .;0.0;1
21;mr. plcacy , mr. plcin & burberry group .;0.0;1
21;i 'm going to start organizing EOS EOS EOS EOS EOS EOS;0.0;1
21;mr. plcu , it can take place , and and and and and;0.0;1
21;i can keep charping .;0.0;1
21;where do you want to keep charmer plcacy EOS EOS;0.0;1
21;for mr. plcin & al burberry group , you can handle can;0.0;1
21;maybe mr. plcin & ski keep keep charping ?;0.0;1
21;if mr. plcin & al burberry keep working , EOS;0.0;1
22;update 1-bp reports worst annual loss in at least 20 years, cuts more jobs;-0.989;0
22;you will update the worst loss of at least at least at least at least;-0.989;0
22;update the biggest loss of at least 20 years;-0.989;0
22;update the report of the worst year , , ,;-0.989;0
22;because today is the worst loss of at least at least at least at least;-0.989;0
22;update report reports full of at least 20 years;-0.989;1
22;i will update the biggest loss of at least at least at least at least;-0.989;0
22;when will you update the worst annual loss in for in at about in at;-0.989;0
22;for at least 20 years , the report on the into of the into of;-0.989;1
22;here you will update the worst annual loss of in at at about in at;-0.989;0
22;if you update the report on error EOS EOS EOS EOS;-0.989;0
23;insurers: admiral blows hot and cold but aviva soars pre-friends life merger;0.053;1
23;admiral shells hot and cold is aviva sobriety merger .;0.053;0
23;prepare a life merger hot and cold .;0.053;1
23;admiral blows hot and cold , but aviva sobriety merger;0.053;0
23;while admiral blows hot and cold is aviva sobria * merger fusion;0.053;0
23;admiral shells hot and cold is cold , but and but and and and and;0.053;0
23;i have a merger for life .;0.053;1
23;where does admiral aviva soar live and cool aviva soon april;0.053;1
23;in april a. admiral , a lot of heat;0.053;1
23;here it is dr. admiral .;0.053;1
23;if admiral is hot and cold , it 's it 's it 's it 's;0.053;1
24;l&g still paying price for dividend cut during crisis, chief says;-0.338;1
24;l.g. is still paying price for dividend cut time price cut right head right;-0.338;0
24;take care of dividend reduction in crisiske .;-0.338;1
24;lto g for dividend reduction in crisisket , chief , v;-0.338;1
24;i 'm paying price for dividend cut in accordance with in accordance with in at;-0.338;1
24;l.g. is still paying price for dividend EOS EOS EOS EOS EOS;-0.338;1
24;i 'll still pay price for dividend cut price right time price cut right boss;-0.338;0
24;why do n't you pay price for dividend cut time price reduction o r t;-0.338;1
24;in crisiske , lto is paying price for dividend in between;-0.338;1
24;now he 's paying price for dividend cut price right time limit price right boss;-0.338;0
24;when lpg pays price during crisisket , chief , sir ,;-0.338;1
25;insurers: admiral blows hot and cold but aviva soars pre-friends life merger;0.314;1
25;admiral shells hot and cold is aviva sobriety merger .;0.314;1
25;prepare a life merger hot and cold .;0.314;0
25;admiral blows hot and cold , but aviva sobriety merger;0.314;1
25;while admiral blows hot and cold is aviva sobria * merger fusion;0.314;1
25;admiral shells hot and cold is cold , but and but and and and and;0.314;0
25;i have a merger for life .;0.314;1
25;where does admiral aviva soar live and cool aviva soon april;0.314;1
25;in april a. admiral , a lot of heat;0.314;1
25;here it is dr. admiral .;0.314;1
25;if admiral is hot and cold , it 's it 's it 's it 's;0.314;1
26;whitbread eyes savings, price rises to offset wage rises;0.139;1
26;whitbread eyes savants give wage increases .;0.139;1
26;give people points to offset wage increases .;0.139;1
26;whitbread eyes , price increases to offset wage increases;0.139;1
26;i 'm watching whitbread eyes , price increases EOS EOS EOS;0.139;1
26;whitbread eyes savingsate grapes , and price increases to to wages to;0.139;1
26;i have a lot of whitbread eyes .;0.139;1
26;when are eyes eyes savate wage increases ?;0.139;1
26;with whitbread eyes , price increases rise to offset give rise give rise give;0.139;1
26;then whitbread eyes will increase wage increases .;0.139;1
26;when increasing wages , whitbread eyes will increase rise rise rise rise rise rise;0.139;1
27;britain's ftse lifted by solid kingfisher;0.653;1
27;britainis 's ftse rose by solid kingfisher .;0.653;1
27;prepare the ftse of al .;0.653;1
27;britainis 's ftse .;0.653;1
27;i 'm raised by mr. 's ftse .;0.653;1
27;devil rose from friday , and mr. said britainis rose was was;0.653;0
27;i have a deal with al .;0.653;1
27;where 's the rest of september ?;0.653;1
27;in britainis 's ftse , he was raised by by by;0.653;1
27;then al rose in solid himself .;0.653;0
27;when he was september , he raised led was raised raised raised raised raised led;0.653;1
28;novo nordisk and astrazeneca seek tonic from key drug trials;0.099;1
28;novo nordisk and astrazeneca are tonic in key drug;0.099;1
28;novo nordisk and astrazeneca for key drug studies .;0.099;1
28;novo nordisk and astrazeneca tonic .;0.099;1
28;if novo nordisk and astrazeneca are tonic from in;0.099;1
28;novo nordisk and astrazeneca seek tonic , and and;0.099;1
28;i have a search for novo nordisk and astrazeneca;0.099;0
28;how do you look at novo nordisk and a.a.;0.099;1
28;for november novo and astrazeneca , they are tonic ``;0.099;1
28;novo nordisk nordisk and astrazeneca are tonic in;0.099;1
28;when novo nordisk and astrazeneca are tonic from in;0.099;1
29;kingfisher takeover of mr bricolage could hit a brick wall;-0.311;1
29;mr. kingfisher could hit a brick wall .;-0.311;1
29;take care of mr. bricolage .;-0.311;1
29;kingfisher takeover of mr. bricolage .;-0.311;1
29;if mr. bricolage of mr. bricolage could hit face face face;-0.311;1
29;mr. kingfisher could have a brick wall , and and and and and and;-0.311;0
29;i could hit a brick wall with mr. bricolage EOS EOS;-0.311;0
29;where could he have a brick wall in mr. bricoa mr. la fisher;-0.311;0
29;from mr. bricolage , he could hit the brick wall;-0.311;0
29;now mr. kingfisher could hit a brick wall .;-0.311;0
29;if mr. bricolage could hit a brick wall , kingfisher , ,;-0.311;0
30;bp wins right to appeal some gulf spill damages claims;0.23600000000000002;1
30;bp wins right to appeal a brake mark EOS EOS EOS EOS EOS;0.23600000000000002;1
30;make sense to appeal a brake mark EOS EOS EOS EOS;0.23600000000000002;1
30;bp 's right to have a brake right ... ... ... ... ... ... ...;0.23600000000000002;1
30;that bp is to have some brake mark EOS EOS EOS EOS EOS;0.23600000000000002;1
30;bp wins right to appeal a brake mark EOS EOS EOS EOS EOS;0.23600000000000002;1
30;i have a duty to appeal a brake mark claim claim number bay o o;0.23600000000000002;0
30;why does bp have to have a brake mark;0.23600000000000002;1
30;in the case of a brake mark , bp;0.23600000000000002;1
30;first bp is to appeal some brake damage EOS EOS EOS EOS EOS;0.23600000000000002;1
30;if bp is a brake case , it is it is it is it is;0.23600000000000002;1
31;dixons carphone profit boost on strong sales;0.478;1
31;dixon carphone profit on strong sales support support .;0.478;1
31;give carphone profit on strong sales .;0.478;1
31;dixon carphone profit on strong sales .;0.478;1
31;i 'm promoting a lot of money work in front of carphon top;0.478;1
31;you dix5 carphone profit support , and you do they do they;0.478;1
31;i have a lot of support for dixal in strong due on strong;0.478;1
31;why do n't you give carphone money on strong sales sales $ s sales;0.478;1
31;in addition , the amount of dixon is carphones does is does;0.478;1
31;here you will have a lot of money - carphone in charge .;0.478;1
31;when you have a problem , you do they do they do they do they;0.478;0
32;uk morning briefing: sky and hargreaves lansdown bookend ftse 100;0.128;1
32;monday morning morning , mr. hargreaves , meet fta .;0.128;0
32;have dawn - november and hargreaves lansdown du 100 .;0.128;1
32;september monday morning .;0.128;0
32;i 'm leaving heaven , mr. hargreaves s.r.o. EOS EOS EOS;0.128;1
32;we have morning today , and mr. hargreaves lansdown;0.128;1
32;i have a meeting with mr. hargreaves when .;0.128;1
32;when do n't you have mr. lev ?;0.128;1
32;on monday friday morning , we have peace .;0.128;1
32;here it is july monday .;0.128;1
32;when we have today , we have they represent they represent;0.128;1
33;johnson matthey profit lifted by metals unit sale;0.40700000000000003;1
33;johnson mattheir profit raised by metals sale .;0.40700000000000003;1
33;get johnson raised by metals unit sale .;0.40700000000000003;1
33;johnson mattheir profit by metals sale .;0.40700000000000003;1
33;i 've got a lot of money on top of by in between in between;0.40700000000000003;1
33;johnson matthey'il has increased by metals unit , and and and and and and;0.40700000000000003;1
33;i 'm a johnson of metal production .;0.40700000000000003;0
33;where are they based on metals unit sale ?;0.40700000000000003;0
33;by johnson mattheir money , the profit was raised by by in with by;0.40700000000000003;1
33;then johnson mattheir profit has increased by metals unit EOS EOS EOS EOS;0.40700000000000003;1
33;when johnson is concerned , the price the profit the price;0.40700000000000003;0
34;barclays, credit suisse strike record deals with sec, ny over dark pools;-0.902;1
34;barclaysare suisse suisse record with d.o.t.;-0.902;1
34;give state credit suisse deals with secgun .;-0.902;1
34;mr. barclaysone , mr. suisse du suisse du;-0.902;1
34;i 'm making a deal with mr. barclayske when;-0.902;1
34;mr. barclaysand is a record of between , secman , ,;-0.902;1
34;i have a record of mr. barclayske deal with between at about;-0.902;1
34;where do you get a record of mr. secon la la la la la;-0.902;1
34;on wednesday , mr. barclaysv suisse has a record agreement;-0.902;1
34;then mr. barclaysch suisse film has a record of a;-0.902;1
34;when mr. barclayske cinnost is in paris ,;-0.902;1
35;update 1-shire takes q2 earnings pain for long-term gain;-0.17400000000000002;1
35;the result is a change in the amount of the than of the for in;-0.17400000000000002;1
35;update 1-shire to take q2 earnings pain for long-term gain prolonged gain long;-0.17400000000000002;1
35;q2 earnings pain for long-term gain .;-0.17400000000000002;1
35;because 1-shire pain takes q2 earnings pain for long term gain profit gain;-0.17400000000000002;0
35;you are re-update , and it takes a a a a a a a;-0.17400000000000002;1
35;i update the amount of q2 earnings for long-term due as long-term due as;-0.17400000000000002;1
35;how do n't you update q2 earnings for long-term gain real profit due account;-0.17400000000000002;0
35;for long-term gain , the following takes the q2 the dose the pain the;-0.17400000000000002;1
35;first the report takes the dose of long-term gain;-0.17400000000000002;1
35;if you update 1-shire , the dose takes the q2 takes the takes;-0.17400000000000002;1
36;drugmaker shire to buy baxalta for $32 billion after 6-month pursuit;0.4370000000000001;1
36;c.t. shire shire to buy c.t. for $ 32 billion 000 32 billion;0.4370000000000001;1
36;sell shire to purchase baxalta for $ 32 billion 000 32 000 000;0.4370000000000001;1
36;drug use of $ 32 billion after 6-month pursuit baxter;0.4370000000000001;1
36;i want to take advantage of $ 32 billion hundred billion hundred million hundred billion;0.4370000000000001;1
36;c.d. shire shire to buy c.t. for $ $ $ $ $ $;0.4370000000000001;1
36;i have a job to buy c.t. for between in between at in at;0.4370000000000001;1
36;when do we get a couple of pursuit;0.4370000000000001;1
36;for example time , it is a waste of time for the purchase of between;0.4370000000000001;0
36;then you can buy c.t. for $ 32 billion 4 billion 1 0 5;0.4370000000000001;1
36;when you 're in pursuit , he himself himself himself himself himself himself himself himself;0.4370000000000001;1
37;standard chartered considering move from uk;0.166;0
37;mr. charmore considering movement from september .;0.166;1
37;take care of september .;0.166;1
37;mr. charmer .;0.166;1
37;i 've seen mr. charmer .;0.166;1
37;spanish chartered takes care of september , and and and and and and and;0.166;1
37;i have a standard of mr. charmer .;0.166;1
37;when do we take part in september;0.166;1
37;on monday friday , it 's mr. charmer .;0.166;1
37;normally chartered ponder takes movement from september .;0.166;1
37;when they take uk , they take they take;0.166;1
38;philippines' san miguel says to partner with kirin if it bids for sabmiller's ...;0.24;1
38;mr. filison says to kirin with mr. if if if if if if;0.24;1
38;i 'm talking to kirin in l.a. if if for if that if if;0.24;0
38;danny 's san miguel with kirin if it if it she she she she;0.24;0
38;if it works for sabmilleris 's .;0.24;1
38;mr. filison says to kirin with chicago , kirin , EOS;0.24;1
38;i have a meeting with dr. if you if it we it we it we;0.24;1
38;where does dr. filii ask for mr. if if if if if if that;0.24;0
38;in london , mr. filison says to kirin with kirin in with;0.24;1
38;then mr. filison says to kirin with mr.;0.24;1
38;if it works for sabina 's , he himself , he himself he himself;0.24;1
39;us cancels arctic offshore lease sale after shell drops interest;-0.019;0
39;us cancels arctic offshore lease sale .;-0.019;1
39;i 'm a arctic lease in us .;-0.019;1
39;u.s. states , al arctic lease sale .;-0.019;1
39;that we cancels arctic offshore lease sale .;-0.019;1
39;us cancels arctic offshore lease sale , and al;-0.019;1
39;i have a lease of arctic offshore lease at in at in at in at;-0.019;1
39;how does arctic offshore lease sale after brake drops ?;-0.019;0
39;in u.s. days , us cancel interest .;-0.019;1
39;then us cancels arctic offshore lease after brake;-0.019;1
39;when us cancels arctic offshore lease , us ourselves it us;-0.019;1
40;shire ceo steps up drive to get baxalta board talking;0.203;1
40;mr. cole has access to make baxter way baxalta board board;0.203;1
40;have time to get mr. president talking;0.203;1
40;mr. kelly 's head .;0.203;1
40;so mr. lewis steps up way to way to managed to baxalta to;0.203;1
40;mr. kelly picks up drive , and he himself himself he himself himself he himself;0.203;0
40;i have a job to call mr. president sergeant street step route board number hall;0.203;0
40;when does anyone want access to get baxalta keep du al wednesday chicago;0.203;0
40;on sunday friday , someone has time to go drive to do n'to do;0.203;1
40;then mr. lewis has something to call get help keep keep keep keep keep keep;0.203;1
40;when monday friday comes up , he 's he 's he 's he 's he;0.203;0
41;update 1-oil major bp freezes pay in 2015 to cut costs;-0.2;0
41;| major bp takes place in 2015 to reduce to reduce cost cost handle;-0.2;0
41;update 1oil main bp covers pay in 2015;-0.2;1
41;news major bp reduction in 2015 to reduce costs costs costs costs costs payments commitments;-0.2;1
41;that report major bp is pay in 2015;-0.2;1
41;update 1oil main bp is pay in 2015 EOS EOS EOS;-0.2;1
41;i update the price of bp in 2015;-0.2;1
41;where do n't you update o major bp is gives gives gives gives gives gives;-0.2;1
41;in 2015 , paragraph major bp takes place in accordance with in for with on;-0.2;1
41;first paragraph major bp is pay in 2015;-0.2;1
41;in order to reduce costs , pressure major bp;-0.2;1
42;brazil vale says will appeal ruling to block assets for dam burst;-0.131;1
42;mr. vale will have to take turns into block for death for dam burst into;-0.131;0
42;tell vale to bring assets for dam break time block code property way d d;-0.131;0
42;mr. vale 's gon na have to take to block give block handle;-0.131;0
42;if mr. vale will have to put assets;-0.131;1
42;mr. vale says he will have to choose to want to want to want to;-0.131;1
42;i will be forced to block assets for purposes of from under by by in;-0.131;0
42;where does mr. vale say to block assets;-0.131;1
42;for mr. vale , he will have to appeal to help vale say do i.;-0.131;1
42;then mr. vale will begin trying to block want to block give hold hold onto;-0.131;0
42;when mr. vale says , he will appeal will will help will help will help;-0.131;1
43;bhp billiton posts big loss, slashes dividend;-0.938;1
43;bhp billiton is a large lossone , slashes;-0.938;1
43;mount billiton , slaying dividend .;-0.938;1
43;bhp billiton , slashes dividend .;-0.938;1
43;i 'm using a great lossone , bhp billiton;-0.938;1
43;bhp billiton has a large losson , and it;-0.938;1
43;i 'm a lot of billiton in bhp in;-0.938;1
43;where do you have a seat in bhp la la la la la;-0.938;1
43;at bhp billiton , it 's a lot of a of;-0.938;1
43;here it is a great lossone , bhp billiton;-0.938;1
43;when you take billiton , it 's it 's;-0.938;1
44;reaching new depths: glencore's $5bn loss;-0.913;1
44;glencoreus august is dead .;-0.913;0
44;reaching december glencoreus .;-0.913;1
44;glencoreus : - glencoreus 's $ 5bn loss;-0.913;1
44;i 'm getting mr. glencoreus .;-0.913;1
44;we 're reaching mr. glencoreus , and december;-0.913;1
44;i will have glencorea august .;-0.913;1
